Actual Credit Score,Predicted Credit Score,Actual Creditworthiness,Predicted Creditworthiness
504,479.9320843854796,Bad,Bad
466,496.2011098301091,Bad,Bad
662,595.4431685528612,Bad,Bad
490,526.5517165104048,Bad,Bad
616,674.9383097908823,Bad,Bad
634,686.1273577490664,Bad,Bad
618,606.6928194434283,Bad,Bad
569,568.0287672916548,Bad,Bad
687,643.6298415104048,Bad,Bad
512,535.9884633457341,Bad,Bad
680,643.2332844503096,Bad,Bad
785,737.5653883854048,Good,Good
794,880.1687025398385,Good,Good
550,534.5064086008776,Bad,Bad
537,609.460223352694,Bad,Bad
632,611.5503641695968,Bad,Bad
725,670.9560133854048,Good,Bad
530,528.0385329166548,Bad,Bad
541,574.1094210850216,Bad,Bad
485,488.2163152112654,Bad,Bad
591,519.5067946354048,Bad,Bad
591,537.0436668962643,Bad,Bad
515,543.0003338068985,Bad,Bad
476,524.8783559238591,Bad,Bad
672,711.3664369200401,Bad,Good
359,500.099126046338,Bad,Bad
497,506.0785480176838,Bad,Bad
571,621.2162672916548,Bad,Bad
598,650.6649977604048,Bad,Bad
614,550.9263332391408,Bad,Bad
450,511.6825551426091,Bad,Bad
671,673.2615019383991,Bad,Bad
488,529.2294508854048,Bad,Bad
752,679.9232355486107,Good,Bad
652,655.0029325500607,Bad,Bad
426,298.5174333112287,Bad,Bad
483,476.7592948119281,Bad,Bad
521,512.5800501184442,Bad,Bad
830,807.1042494148385,Good,Good
607,649.4086777881467,Bad,Bad
484,501.5439040104049,Bad,Bad
502,540.2060133854048,Bad,Bad
595,510.1295762770506,Bad,Bad
507,499.1005446354049,Bad,Bad
369,439.42311075901864,Bad,Bad
820,765.189411822905,Good,Good
568,494.32373710563246,Bad,Bad
502,520.8036696354048,Bad,Bad
729,746.2963454166548,Good,Good
637,618.2502632333386,Bad,Bad
545,605.6516126960885,Bad,Bad
708,709.4189040104048,Good,Good
673,703.8017165104048,Bad,Good
800,792.350544635405,Good,Good
600,591.5189984479796,Bad,Bad
494,494.2450758854049,Bad,Bad
469,460.4115590488591,Bad,Bad
798,802.9199078569727,Good,Good
586,540.5419508854048,Bad,Bad
595,693.6828546172152,Bad,Bad
524,495.0100351572744,Bad,Bad
730,734.3842360416548,Good,Good
560,549.933367883944,Bad,Bad
500,482.1322829166549,Bad,Bad
566,743.0409113298607,Bad,Good
628,619.9212849933671,Bad,Bad
530,555.9281813541548,Bad,Bad
810,784.181111041655,Good,Good
627,600.8856056062491,Bad,Bad
675,646.525325143965,Bad,Bad
645,736.9946510880582,Bad,Good
660,579.9980763828435,Bad,Bad
589,595.6221564141363,Bad,Bad
568,568.6339913552642,Bad,Bad
415,476.2422475254216,Bad,Bad
712,784.707966510405,Good,Good
651,645.7289302101645,Bad,Bad
652,597.4384352604048,Bad,Bad
792,792.358357135405,Good,Good
658,598.5106496641295,Bad,Bad
637,715.473149954872,Bad,Good
319,343.0966176426091,Bad,Bad
552,544.7196852604048,Bad,Bad
775,750.0442609463271,Good,Good
653,660.8502594202221,Bad,Bad
576,601.3571048414142,Bad,Bad
745,723.2831618229048,Good,Good
511,487.7992511426838,Bad,Bad
678,675.1454665104048,Bad,Bad
617,602.4755446354048,Bad,Bad
743,713.7033799950326,Good,Good
702,704.5185409479265,Good,Good
762,725.3714598464946,Good,Good
728,729.3245062117232,Good,Good
741,750.9470873679991,Good,Good
608,575.0721836926041,Bad,Bad
558,569.711668844638,Bad,Bad
512,519.2226149479048,Bad,Bad
558,663.0243727604048,Bad,Bad
525,539.4266957676091,Bad,Bad
551,536.485395008998,Bad,Bad
492,515.8837477604048,Bad,Bad
582,551.7052098965775,Bad,Bad
570,574.2209486335885,Bad,Bad
836,875.4983940307318,Good,Good
806,764.928669635405,Good,Good
811,803.3941933618842,Good,Good
828,849.2569547485483,Good,Good
708,687.7049336224864,Good,Bad
594,607.6376332676091,Bad,Bad
783,785.219685260405,Good,Good
592,526.6829587811413,Bad,Bad
665,656.3302153948703,Bad,Bad
817,782.851032916655,Good,Good
533,484.8046429792296,Bad,Bad
615,624.0282790104048,Bad,Bad
570,605.5639027988591,Bad,Bad
707,681.9833571354048,Good,Bad
674,670.9943988474271,Bad,Bad
458,527.0992791073213,Bad,Bad
813,775.4676691423607,Good,Good
524,520.7255446354048,Bad,Bad
658,686.6332819764875,Bad,Bad
555,548.8866774479048,Bad,Bad
576,538.2889076054545,Bad,Bad
492,483.1903883854049,Bad,Bad
492,482.4521071354049,Bad,Bad
542,526.2490289652259,Bad,Bad
821,812.666462604155,Good,Good
530,500.40200803092876,Bad,Bad
517,542.3407790104048,Bad,Bad
478,573.2047361572133,Bad,Bad
816,772.9696645176091,Good,Good
569,606.2804788228516,Bad,Bad
729,731.4506422916548,Good,Good
631,646.444598352694,Bad,Bad
570,620.4664520961873,Bad,Bad
822,792.477986041655,Good,Good
816,820.912556354155,Good,Good
438,477.3109698926838,Bad,Bad
689,671.812254565296,Bad,Bad
516,533.9755446354048,Bad,Bad
760,705.9518094944996,Good,Good
815,762.8459023421913,Good,Good
556,548.0182761747805,Bad,Bad
776,776.8660211454486,Good,Good
802,729.9804274479048,Good,Good
636,649.1293295918765,Bad,Bad
814,796.066364947905,Good,Good
483,495.8035824919913,Bad,Bad
488,510.1884352604049,Bad,Bad
667,687.3637972608507,Bad,Bad
713,648.8163649479048,Good,Bad
615,638.509759146393,Bad,Bad
793,727.0434157291548,Good,Good
494,500.5395094791549,Bad,Bad
534,560.2797231113591,Bad,Bad
795,769.782673541655,Good,Good
524,544.1610915104048,Bad,Bad
483,569.4877850685423,Bad,Bad
787,783.217243854155,Good,Good
531,552.2494704166548,Bad,Bad
616,658.5270375644841,Bad,Bad
533,518.1096833425936,Bad,Bad
573,645.1681508457341,Bad,Bad
518,528.9777019964155,Bad,Bad
517,542.4091383854048,Bad,Bad
512,510.5175160801091,Bad,Bad
663,684.7548415104048,Bad,Bad
501,549.0854079166548,Bad,Bad
482,568.6840407291548,Bad,Bad
478,521.7958571354048,Bad,Bad
620,602.5673415104048,Bad,Bad
819,815.070271197905,Good,Good
824,820.972614947905,Good,Good
553,555.0537888881494,Bad,Bad
834,854.9881963910523,Good,Good
562,573.0486334462655,Bad,Bad
705,661.886030973504,Good,Bad
524,548.5790602604048,Bad,Bad
501,510.4760329166549,Bad,Bad
673,619.2344967780062,Bad,Bad
792,790.680488174033,Good,Good
675,716.2553297916548,Bad,Good
587,558.9345290104048,Bad,Bad
739,685.8144118229048,Good,Bad
615,659.3895441423607,Bad,Bad
364,492.2123610416549,Bad,Bad
730,671.1433627706691,Good,Bad
692,764.339802447905,Bad,Good
731,695.6467790509214,Good,Bad
522,489.0971059238591,Bad,Bad
530,581.8544301426091,Bad,Bad
817,817.8139031689375,Good,Good
684,664.7887699400247,Bad,Bad
733,747.632612237989,Good,Good
612,627.8781840544326,Bad,Bad
720,699.5927321354048,Good,Bad
643,623.1991774479048,Bad,Bad
671,648.4716144905325,Bad,Bad
631,611.7788365006294,Bad,Bad
571,608.6422719394841,Bad,Bad
839,841.5892511736107,Good,Good
432,487.7001332676091,Bad,Bad
447,501.5473238931838,Bad,Bad
812,757.149861041655,Good,Good
690,720.6475667665386,Bad,Good
799,811.9022934838647,Good,Good
513,565.2230824863591,Bad,Bad
635,747.2519118229048,Bad,Good
640,605.0782343756016,Bad,Bad
511,516.1871617183994,Bad,Bad
504,478.2084340488591,Bad,Bad
524,518.9091383854048,Bad,Bad
608,599.2672436544842,Bad,Bad
675,620.2968336979048,Bad,Bad
545,590.7924391666548,Bad,Bad
623,641.7372633854048,Bad,Bad
632,652.3046461979048,Bad,Bad
538,541.4301105176837,Bad,Bad
659,670.2318278612761,Bad,Bad
508,480.5683180729049,Bad,Bad
560,566.9369659812322,Bad,Bad
545,617.2362868229048,Bad,Bad
702,741.2001126207992,Good,Good
517,545.2978102604048,Bad,Bad
750,703.3553259926135,Good,Good
742,731.377039345883,Good,Good
517,545.3603102604048,Bad,Bad
528,508.5709878047668,Bad,Bad
463,409.5531813541549,Bad,Bad
477,500.5717360416549,Bad,Bad
793,799.417927447905,Good,Good
462,346.1044301426091,Bad,Bad
524,513.2035719791548,Bad,Bad
411,442.10390981459545,Bad,Bad
625,613.0315284457685,Bad,Bad
403,471.7665602604049,Bad,Bad
517,603.8432204166548,Bad,Bad
443,468.7035687604796,Bad,Bad
497,494.41545075056206,Bad,Bad
761,717.8222243229048,Good,Good
644,623.0173732417528,Bad,Bad
602,542.2385524975207,Bad,Bad
687,696.5850563463919,Bad,Bad
617,590.3432204166548,Bad,Bad
457,526.8265526424353,Bad,Bad
508,508.0946852604049,Bad,Bad
451,472.1898793613591,Bad,Bad
772,740.6662524246196,Good,Good
810,787.957478229155,Good,Good
763,829.249470416655,Good,Good
745,645.4091383854048,Good,Bad
809,771.316853229155,Good,Good
695,729.1322829166548,Bad,Good
829,826.632282916655,Good,Good
727,748.561440208623,Good,Good
448,526.5370441114337,Bad,Bad
641,639.7554014280923,Bad,Bad
602,629.1747633854048,Bad,Bad
702,710.6947829166548,Good,Good
507,542.0742781154125,Bad,Bad
643,600.4638303125489,Bad,Bad
554,581.8750166855292,Bad,Bad
783,765.7998656321276,Good,Good
566,703.0804128086247,Bad,Good
814,792.3421808611107,Good,Good
599,694.1756362306496,Bad,Bad
665,630.1515116269939,Bad,Bad
553,541.5783305892683,Bad,Bad
517,528.0478102604048,Bad,Bad
512,539.9149977604048,Bad,Bad
788,711.1044508854048,Good,Good
505,490.9993099905753,Bad,Bad
581,601.6838209558088,Bad,Bad
792,736.8207594791548,Good,Good
447,509.5790395176091,Bad,Bad
586,570.1757399479048,Bad,Bad
464,583.2997394239337,Bad,Bad
813,688.3056227604048,Good,Bad
750,735.8676344791548,Good,Good
629,647.1997761559716,Bad,Bad
628,571.0869054409641,Bad,Bad
497,458.4374586979049,Bad,Bad
738,739.1182094630508,Good,Good
513,529.5640519358407,Bad,Bad
711,676.4013258854048,Good,Bad
556,507.11810955292697,Bad,Bad
539,429.8780843461435,Bad,Bad
653,617.1978390702367,Bad,Bad
490,532.9691969791548,Bad,Bad
730,755.3942321319239,Good,Good
530,473.4280002340045,Bad,Bad
480,613.0448805729048,Bad,Bad
814,716.9767574153921,Good,Good
582,648.1174979756316,Bad,Bad
405,419.9188410173607,Bad,Bad
501,505.7177081739338,Bad,Bad
675,595.1908766666548,Bad,Bad
520,564.5551344791548,Bad,Bad
799,743.9865937335613,Good,Good
753,739.1857326611785,Good,Good
791,700.6068922916548,Good,Good
827,766.3281859446276,Good,Good
609,617.3283474021761,Bad,Bad
514,560.4984938541548,Bad,Bad
399,445.96860934457146,Bad,Bad
672,752.2728576243534,Bad,Good
555,487.941668665194,Bad,Bad
530,589.2512220710885,Bad,Bad
521,624.2105805713351,Bad,Bad
578,604.4584547916548,Bad,Bad
666,599.1036524960127,Bad,Bad
779,803.8738081488978,Good,Good
508,525.9042348301091,Bad,Bad
509,496.0429067051091,Bad,Bad
494,507.1161696354049,Bad,Bad
815,777.1063961032174,Good,Good
644,657.3855259697048,Bad,Bad
467,525.8481032291548,Bad,Bad
537,556.6251581964191,Bad,Bad
733,752.966755572905,Good,Good
694,584.3778883854048,Bad,Bad
479,485.1864821354049,Bad,Bad
457,537.4373000361703,Bad,Bad
665,697.1648026751733,Bad,Bad
573,558.8261305729048,Bad,Bad
774,774.572295866423,Good,Good
518,545.4176797373816,Bad,Bad
591,651.3217417482317,Bad,Bad
647,619.6430251041548,Bad,Bad
585,598.2692568045654,Bad,Bad
575,535.3178265729796,Bad,Bad
524,549.7255446354048,Bad,Bad
703,745.9600784783116,Good,Good
607,561.1464075302342,Bad,Bad
682,743.7666665164292,Bad,Good
597,736.4816503221869,Bad,Good
829,808.126423541655,Good,Good
752,739.4355055729048,Good,Good
512,550.3700758854048,Bad,Bad
661,612.8505446354048,Bad,Bad
425,539.8416728638999,Bad,Bad
557,539.5858961979048,Bad,Bad
752,737.5405142708661,Good,Good
720,696.3869642585885,Good,Bad
300,436.9403676426091,Bad,Bad
663,646.343433277993,Bad,Bad
533,506.62741861983545,Bad,Bad
647,605.56627922188,Bad,Bad
512,537.0517165104048,Bad,Bad
758,681.7782790104048,Good,Bad
748,641.4671855476714,Good,Bad
549,538.7367751041548,Bad,Bad
724,766.0066113745247,Good,Good
661,609.0121657291548,Bad,Bad
675,618.5004469791548,Bad,Bad
808,774.1065434682918,Good,Good
815,802.026325885405,Good,Good
811,774.993611041655,Good,Good
510,587.7846266666548,Bad,Bad
568,531.2409430424314,Bad,Bad
554,573.7567738926091,Bad,Bad
541,590.0495007781919,Bad,Bad
528,442.8690961042296,Bad,Bad
486,468.2652116682695,Bad,Bad
480,569.5463454166548,Bad,Bad
678,701.5806873966369,Bad,Good
820,756.7055043613591,Good,Good
822,700.5565993229048,Good,Good
615,687.5722211042296,Bad,Bad
598,564.5541579166548,Bad,Bad
498,532.6298415104048,Bad,Bad
757,740.515129977737,Good,Good
578,591.8746588778847,Bad,Bad
703,619.9788137624264,Good,Bad
585,526.0190016666548,Bad,Bad
535,546.3158766666548,Bad,Bad
613,610.0678297916548,Bad,Bad
588,666.8921782350936,Bad,Bad
616,682.0433949863591,Bad,Bad
589,583.555487487308,Bad,Bad
683,641.5854079166548,Bad,Bad
541,508.060923061802,Bad,Bad
502,592.0393912994599,Bad,Bad
536,497.1107985416549,Bad,Bad
692,738.2637254420359,Bad,Good
826,779.3666508457411,Good,Good
657,683.6535196801053,Bad,Bad
824,795.870564166655,Good,Good
620,594.8138552174439,Bad,Bad
808,794.100544635405,Good,Good
517,526.0165602604048,Bad,Bad
810,749.996052447905,Good,Good
643,558.894365847084,Bad,Bad
564,590.8563832676091,Bad,Bad
765,727.9041624831332,Good,Good
524,550.3720290104048,Bad,Bad
641,615.3045997831125,Bad,Bad
498,517.6322829166548,Bad,Bad
550,560.8165904527636,Bad,Bad
762,771.729450885405,Good,Good
566,617.4893271298242,Bad,Bad
647,628.6391953136175,Bad,Bad
519,507.9291579166549,Bad,Bad
818,818.926716510405,Good,Good
690,656.3532390777104,Bad,Bad
800,797.958454791655,Good,Good
592,533.8007399479048,Bad,Bad
542,610.6317738926091,Bad,Bad
713,691.220256011754,Good,Bad
764,734.8708509773385,Good,Good
489,546.3792280132459,Bad,Bad
687,768.5322740402379,Bad,Good
667,706.6192020905266,Bad,Good
804,825.7405423890149,Good,Good
694,675.8017165104048,Bad,Bad
451,524.2357355486107,Bad,Bad
772,758.6862039500099,Good,Good
631,640.0886533449275,Bad,Bad
463,506.2533766666549,Bad,Bad
769,744.9517638580818,Good,Good
822,835.676228229155,Good,Good
490,516.3017165104048,Bad,Bad
822,844.4777529292069,Good,Good
662,629.7270094791548,Bad,Bad
620,542.0170732269468,Bad,Bad
807,739.9096266666548,Good,Good
648,677.7172438541548,Bad,Bad
628,632.6674391666548,Bad,Bad
657,666.4096088346593,Bad,Bad
553,542.0834547916548,Bad,Bad
718,679.0829457676091,Good,Bad
649,581.5734859066096,Bad,Bad
519,509.6166427340363,Bad,Bad
695,688.5753679101337,Bad,Bad
813,788.0770522784966,Good,Good
534,548.0171574356996,Bad,Bad
790,763.8763984338973,Good,Good
745,707.838507838239,Good,Good
669,638.6742751041548,Bad,Bad
557,539.1935504488001,Bad,Bad
509,548.3087378139628,Bad,Bad
831,814.562946979155,Good,Good
627,668.8998610416548,Bad,Bad
397,446.28411764260903,Bad,Bad
517,526.0888258854048,Bad,Bad
552,548.7958571354048,Bad,Bad
610,596.7038123488926,Bad,Bad
627,609.0981032291548,Bad,Bad
558,501.2308949863591,Bad,Bad
785,759.730427447905,Good,Good
516,587.0102126041548,Bad,Bad
830,827.3147275273876,Good,Good
802,798.696247760405,Good,Good
493,496.9623610416549,Bad,Bad
736,732.5841383106286,Good,Good
649,664.6067374495367,Bad,Bad
619,611.8426785780929,Bad,Bad
785,793.312946979155,Good,Good
505,523.5517165104048,Bad,Bad
826,795.010700885405,Good,Good
517,545.4950758854048,Bad,Bad
773,818.718220416655,Good,Good
488,503.1069936191716,Bad,Bad
805,753.026325885405,Good,Good
524,480.1127340234844,Bad,Bad
484,516.0829457676091,Bad,Bad
654,650.5409743229048,Bad,Bad
806,768.728962604155,Good,Good
529,574.8181166023385,Bad,Bad
603,522.7785658210885,Bad,Bad
489,571.7553297916548,Bad,Bad
547,457.26098531839034,Bad,Bad
768,728.125434716424,Good,Good
585,582.5399977604048,Bad,Bad
573,552.4954361605129,Bad,Bad
506,517.6381215488591,Bad,Bad
381,311.80616371319684,Bad,Bad
546,539.522997592977,Bad,Bad
544,549.0946852604048,Bad,Bad
429,466.12232609513615,Bad,Bad
661,652.0395094791548,Bad,Bad
692,698.8034476974042,Bad,Bad
699,642.1791579166548,Bad,Bad
681,596.1606032291548,Bad,Bad
510,556.0683192896523,Bad,Bad
545,581.7153994006793,Bad,Bad
563,609.7831618229048,Bad,Bad
808,818.5957937674962,Good,Good
801,804.146931354155,Good,Good
524,541.0849196354048,Bad,Bad
549,548.9565426888081,Bad,Bad
564,497.6939930855817,Bad,Bad
644,570.3334547916548,Bad,Bad
635,590.9607201875127,Bad,Bad
819,783.640583697905,Good,Good
552,511.6840199863591,Bad,Bad
798,738.7887562158215,Good,Good
658,534.0815016666548,Bad,Bad
674,618.5436551597618,Bad,Bad
475,483.56969956887497,Bad,Bad
409,478.8451735416549,Bad,Bad
819,747.2103871738591,Good,Good
590,620.8202711979048,Bad,Bad
680,642.9188401375419,Bad,Bad
623,570.0409929423557,Bad,Bad
793,705.4630307782783,Good,Good
697,635.6453869143951,Bad,Bad
822,832.296345416655,Good,Good
625,579.8812487509331,Bad,Bad
731,710.5922438541548,Good,Good
481,579.8783559238591,Bad,Bad
762,728.8297083863343,Good,Good
519,516.5426625644841,Bad,Bad
506,624.5180251041548,Bad,Bad
565,534.8393141666548,Bad,Bad
489,549.2587477604048,Bad,Bad
509,513.455340540194,Bad,Bad
680,644.2924391666548,Bad,Bad
550,590.2035719791548,Bad,Bad
673,686.0409859987394,Bad,Bad
483,447.4520863926091,Bad,Bad
802,811.626423541655,Good,Good
789,796.897419635405,Good,Good
483,520.0019118229048,Bad,Bad
739,682.0795485416548,Good,Bad
563,580.9690776520865,Bad,Bad
795,802.744587604155,Good,Good
784,758.5514520467943,Good,Good
502,521.0045551243143,Bad,Bad
832,817.4028742072135,Good,Good
565,603.6302654809247,Bad,Bad
436,456.0385329166549,Bad,Bad
728,743.9408567106759,Good,Good
761,770.086384479155,Good,Good
665,660.4426283210885,Bad,Bad
526,606.0012556499315,Bad,Bad
625,567.1304268520635,Bad,Bad
793,795.1692905334793,Good,Good
546,583.1195636426837,Bad,Bad
479,498.5858961979049,Bad,Bad
689,653.8583571354048,Bad,Bad
647,678.130509093934,Bad,Bad
588,548.5151595948072,Bad,Bad
706,711.2924391666548,Good,Good
761,736.4301344791548,Good,Good
727,755.2382082538252,Good,Good
730,690.6610915104048,Good,Bad
565,617.905601750594,Bad,Bad
586,654.6011560674199,Bad,Bad
669,665.7108754551091,Bad,Bad
831,885.2907728523385,Good,Good
420,498.6565007788296,Bad,Bad
754,692.9622665784332,Good,Bad
626,645.5766516101625,Bad,Bad
487,496.1396071354049,Bad,Bad
652,613.0553161042337,Bad,Bad
630,648.1381422916548,Bad,Bad
624,618.4101910923197,Bad,Bad
694,725.0042007967122,Bad,Good
643,603.8275954166548,Bad,Bad
502,525.8187856113591,Bad,Bad
812,769.555864038996,Good,Good
793,690.1435133854048,Good,Bad
505,486.2841383854049,Bad,Bad
637,450.7240797916549,Bad,Bad
695,723.5923743219876,Bad,Good
598,568.2509145176091,Bad,Bad
488,503.3315016666549,Bad,Bad
392,433.53459761184536,Bad,Bad
534,546.9984462929967,Bad,Bad
636,655.9940993229048,Bad,Bad
607,561.5493112546287,Bad,Bad
736,723.2514235416548,Good,Good
630,619.6850172916548,Bad,Bad
447,484.2157790104049,Bad,Bad
512,474.8910719791549,Bad,Bad
634,674.6024977604048,Bad,Bad
517,535.0067946354048,Bad,Bad
457,419.7177081739338,Bad,Bad
756,765.5561525585169,Good,Good
829,806.6870744814975,Good,Good
581,521.6311164126598,Bad,Bad
792,805.1462416023385,Good,Good
615,608.0063063541548,Bad,Bad
489,407.8446612989338,Bad,Bad
714,729.0741774479048,Good,Good
712,715.0023081090752,Good,Good
690,636.9618727604048,Bad,Bad
457,524.8169545566716,Bad,Bad
557,558.1458413513805,Bad,Bad
688,675.5102699573555,Bad,Bad
553,545.9182011289092,Bad,Bad
409,458.8525535576549,Bad,Bad
662,614.9381387752786,Bad,Bad
815,715.6184585729223,Good,Good
512,534.8095290104048,Bad,Bad
509,554.6792878229858,Bad,Bad
660,663.1432095285566,Bad,Bad
521,569.0190016666548,Bad,Bad
554,579.8126308222758,Bad,Bad
580,591.8700128923607,Bad,Bad
559,571.7348219791548,Bad,Bad
523,569.9624865110131,Bad,Bad
813,832.226032916655,Good,Good
507,524.6215407291548,Bad,Bad
626,604.5575758854048,Bad,Bad
466,468.15157992262397,Bad,Bad
669,672.6614878133898,Bad,Bad
552,538.9403883854048,Bad,Bad
581,593.1917157303841,Bad,Bad
586,574.9511305729048,Bad,Bad
586,575.6757399479048,Bad,Bad
600,578.7467587910484,Bad,Bad
573,529.8083414849161,Bad,Bad
819,833.5608755545654,Good,Good
713,725.6165300639344,Good,Good
835,830.638446008944,Good,Good
502,484.281024133944,Bad,Bad
508,523.7665602604048,Bad,Bad
831,848.736775104155,Good,Good
594,585.2699782291548,Bad,Bad
797,784.184040729155,Good,Good
670,683.9291038190513,Bad,Bad
658,658.2277566992283,Bad,Bad
409,570.3451735416548,Bad,Bad
635,699.722040775131,Bad,Bad
565,618.5900226270587,Bad,Bad
642,635.2757746111107,Bad,Bad
697,784.8125782335957,Bad,Good
414,486.6840199863591,Bad,Bad
674,651.2221266666548,Bad,Bad
789,799.0926691423607,Good,Good
524,536.6767165104048,Bad,Bad
667,665.9395907959835,Bad,Bad
455,523.4104285424393,Bad,Bad
787,810.8173065756928,Good,Good
817,796.111286822905,Good,Good
765,750.7868458595427,Good,Good
687,677.248797571444,Bad,Bad
813,834.892048541655,Good,Good
630,546.5505261692458,Bad,Bad
762,719.8386549635671,Good,Good
505,533.1708571354048,Bad,Bad
588,611.3290602604048,Bad,Bad
586,598.3236652051837,Bad,Bad
760,714.829334246159,Good,Good
721,698.6099881089128,Good,Bad
722,720.1391188541548,Good,Good
429,483.8134145176091,Bad,Bad
835,840.296345416655,Good,Good
617,655.3462929884914,Bad,Bad
666,640.4447829166548,Bad,Bad
651,636.7959180877294,Bad,Bad
460,477.8075551426091,Bad,Bad
667,598.9837174710151,Bad,Bad
795,763.797810260405,Good,Good
523,508.9224363644084,Bad,Bad
556,565.8143910801091,Bad,Bad
566,607.8310133854048,Bad,Bad
678,773.4974328322405,Bad,Good
572,599.871301709114,Bad,Bad
645,620.6645094791548,Bad,Bad
820,853.2675343891776,Good,Good
831,768.039509479155,Good,Good
568,548.1342891090067,Bad,Bad
802,826.239704791655,Good,Good
586,666.7193885776555,Bad,Bad
568,596.6817615364496,Bad,Bad
696,738.8606387817551,Bad,Good
511,513.3564040104048,Bad,Bad
557,561.1117751041548,Bad,Bad
